experiment_id,initialization_timestamp,artifact_time_stamp,running_status,start_time,stop_time,execution_time,message,experiment_file_path,accuracy,is_model_accepted,created_time_stamp
d03b4780-4139-46d7-b5e3-5fa19a9447de,2022-07-10-13-44-10,2022-07-10-13-44-10,True,2022-07-10 13:50:57.189167,,,Pipeline has been started.,experiment.csv,,,2022-07-10 13:50:57.189802
